No;Course Category;Course Title;Course Topics;Content Type;Title;URL
327;Shafa Muslim Professional Mentorship;Aqidah sebagai Obat Mental Health Issue;Materi;Video;Part 1 Kerangka Islam pada Kesehatan Mental dan Persoalan Hidup;https://youtu.be/WC8dKEM4Cc4
328;Shafa Muslim Professional Mentorship;Aqidah sebagai Obat Mental Health Issue;Materi;Video;Part 2 Ketika Aqil dan Baligh Tidak Sinkron;https://youtu.be/mT2fi8kbkWo
329;Shafa Muslim Professional Mentorship;Aqidah sebagai Obat Mental Health Issue;Materi;Video;Part 3 Urgensi Integrasi Jasad, Akal, dan Ruh;https://youtu.be/-fa6Lfsynb4
330;Shafa Muslim Professional Mentorship;Aqidah sebagai Obat Mental Health Issue;Materi;Video;Part 4 Menelisik Sumber Gangguan Mental;https://youtu.be/WEQ4XZHa_1s
331;Shafa Muslim Professional Mentorship;Aqidah sebagai Obat Mental Health Issue;Materi;Video;Part 5 Aqidah dan Implikasinya pada Kesehatan Mental;https://youtu.be/D8INSXvXn3o
332;Shafa Muslim Professional Mentorship;Aqidah sebagai Obat Mental Health Issue;Materi;Video;Part 6 Ciri-ciri Mental Tak Sehat;https://youtu.be/lyAHATUsrsM
333;Shafa Muslim Professional Mentorship;Aqidah sebagai Obat Mental Health Issue;Materi;Video;Part 7 Sehat Mental Dengan Aqidah Kuat;https://youtu.be/xf_BoqDvtDE
334;Shafa Muslim Professional Mentorship;Aqidah sebagai Obat Mental Health Issue;QnA;Video;Part 8 QnA: Cara Mempercepat Kedewasaan Mental;https://youtu.be/mUAGwPCqElg
335;Shafa Muslim Professional Mentorship;Aqidah sebagai Obat Mental Health Issue;QnA;Video;Part 9 QnA: Mental Ingin Serba Instant;https://youtu.be/WFz7TLS4aow
336;Shafa Muslim Professional Mentorship;Mengenal Potensi Diri;Materi;Video;Part 1 Siapa Saya dan Apa Kontribusi Unggul yang Bisa Saya Berikan?;https://youtu.be/HVHoDV3Vf_U
337;Shafa Muslim Professional Mentorship;Mengenal Potensi Diri;Materi;Video;Part 2 Mengenal 34 Jenis Bakat Bagian 1;https://youtu.be/yBzHaU6KgzQ
338;Shafa Muslim Professional Mentorship;Mengenal Potensi Diri;Materi;Video;Part 3 Mengenal 34 Jenis Bakat Bagian 2;https://youtu.be/jooQSI8ZGt4
339;Shafa Muslim Professional Mentorship;Mengenal Potensi Diri;Materi;Video;Part 4 Menelaah Tipe Kekuatan;https://youtu.be/2tCAaiQKSww
340;Shafa Muslim Professional Mentorship;Mengenal Potensi Diri;QnA;Video;Part 5 QnA: Kapan Kita Bisa Full-Power?;https://youtu.be/ZEVO9V5fQsM
341;Shafa Muslim Professional Mentorship;Mengenal Potensi Diri;QnA;Video;Part 6 QnA: Risiko Ketika Tidak Mengikuti Bakat & Potensi;https://youtu.be/RcEkiwCJn_w
342;Shafa Muslim Professional Mentorship;Mengenal Potensi Diri;QnA;Video;Part 7 QnA: Kapan Bisa Dibilang Terlambat Mengambil Langkah?;https://youtu.be/vSM00cGtu28
343;Shafa Muslim Professional Mentorship;Professional Muslimah;Materi;Video;Part 1 Sekilas Profesionalisme;https://youtu.be/F-XDVJyHz5I
344;Shafa Muslim Professional Mentorship;Professional Muslimah;Materi;Video;Part 2 Gunung Es dari Kompetensi;https://youtu.be/V2PErw1iNY8
345;Shafa Muslim Professional Mentorship;Professional Muslimah;Materi;Video;Part 3 The Evolution Helix;https://youtu.be/EHvJKcbQMU4
346;Shafa Muslim Professional Mentorship;Professional Muslimah;Materi;Video;Part 4 Luas/Sempit Levels of Reflection;https://youtu.be/tuF4NnPvcw8
347;Shafa Muslim Professional Mentorship;Professional Muslimah;Materi;Video;Part 5 Seni Menyeimbangkan Aksi, Pikiran, dan Perasaan;https://youtu.be/nmWMdj9-JE0
348;Shafa Muslim Professional Mentorship;Professional Muslimah;QnA;Video;Part 6 QnA: Pernah Gagal Memimpin, Harus Apa?;https://youtu.be/m7IpCPXRrmE
349;Shafa Muslim Professional Mentorship;Professional Muslimah;QnA;Video;Part 7 QnA: Menjalani 7 Slices of Ourselves dengan Ideal;https://youtu.be/xMAHA-B5zUo
350;Shafa Muslim Professional Mentorship;Professional Muslimah;QnA;Video;Part 8 QnA: Muslimah dan Profesionalisme;https://youtu.be/4VoFqwdavF0
351;Shafa Muslim Professional Mentorship;Professional Muslimah;QnA;Video;Part 9 QnA: Parameter Muslimah Berproses;https://youtu.be/QYl-874iuEM
352;Shafa Talks;Skill Set for 21st Century Professional;Materi;Video;Part 1 Too Good to be Ignored Muslim;https://youtu.be/964AzVr6xYc
353;Shafa Talks;Skill Set for 21st Century Professional;Materi;Video;Part 2 Tiga Softskills Penting;https://youtu.be/TlDGvX_mekU
354;Shafa Talks;Skill Set for 21st Century Professional;Materi;Video;Part 3 Belajar Mindset dari Sahabat Rasulullah;https://youtu.be/VZR4Ks1ztT0
355;Shafa Talks;Skill Set for 21st Century Professional;Materi;Video;Part 4 Meniti Proses Akuisisi Skills dan Mindset;https://youtu.be/Kih_UM3h3Ik
356;Shafa Talks;Skill Set for 21st Century Professional;QnA;Video;Part 5 QnA: Ketika Introvert Harus Aktif Komunikasi;https://youtu.be/jTgpbdUCGgI
357;Shafa Talks;Skill Set for 21st Century Professional;QnA;Video;Part 6 QnA: Product Manager Bet Practice;https://youtu.be/98Wm4dcim1w
358;Shafa Muslim Professional Mentorship;Framework Sukses Dunia & Akhirat;Materi;Video;Part 1 Tujuan Dunia vs Tujuan Akhirat;https://youtu.be/-WT6aUXln6E
359;Shafa Muslim Professional Mentorship;Framework Sukses Dunia & Akhirat;Materi;Video;Part 2 Sepenting Apa Resolusi?;https://youtu.be/yk2nea06UaA
360;Shafa Muslim Professional Mentorship;Framework Sukses Dunia & Akhirat;Materi;Video;Part 3 Mengisi Purpose Hidup dalam Islamic Ikigai Canvas;https://youtu.be/NSp-vgNF9-U
361;Shafa Muslim Professional Mentorship;Framework Sukses Dunia & Akhirat;Materi;Video;Part 4 Rumus Sukses #MenangDuniaAkhirat;https://youtu.be/8lYui8rdQhs
362;Shafa Muslim Professional Mentorship;Framework Sukses Dunia & Akhirat;Materi;Video;Part 5 Memaksimalkan Sisi Kiri-Atas Islamic Ikigai;https://youtu.be/wCkNXjBY0kY
363;Shafa Muslim Professional Mentorship;Framework Sukses Dunia & Akhirat;Materi;Video;Part 6 Memaksimalkan Sisi Kanan-Bawah Islamic Ikigai;https://youtu.be/oAvOiZyvOMs
364;Shafa Muslim Professional Mentorship;Framework Sukses Dunia & Akhirat;QnA;Video;Part 7 QnA: Supaya Tujuan Hidup Tidak Abstrak;https://youtu.be/th4m5ynHVDM
365;Shafa Muslim Professional Mentorship;Framework Sukses Dunia & Akhirat;QnA;Video;Part 8 QnA: Bolehkah Punya Purpose Mendirikan Khilafah dan Menjadi Khalifahnya?;https://youtu.be/r23Gwp-5KtE
366;Shafa Muslim Professional Mentorship;The Stage of Career as Professionals;Materi;Video;Part 1 Diskusi Keresahan Karir;https://youtu.be/VyNOfIqknn4
367;Shafa Muslim Professional Mentorship;The Stage of Career as Professionals;Materi;Video;Part 2 Mengenal Narasumber;https://youtu.be/Pzwgt4KyOvM
368;Shafa Muslim Professional Mentorship;The Stage of Career as Professionals;Materi;Video;Part 3 Beda Madzhab Teori Sukses P.I.E;https://youtu.be/TVPyD9EB-2E
369;Shafa Muslim Professional Mentorship;The Stage of Career as Professionals;Materi;Video;Part 4 Yang Urgent di Tiga Tahun Pertama Karir;https://youtu.be/0DUlDXRe5R0
370;Shafa Muslim Professional Mentorship;The Stage of Career as Professionals;Materi;Video;Part 5 QnA: Batasan Konkret dari Legacy;https://youtu.be/Z7BmpzmJUA0
371;Shafa Muslim Professional Mentorship;The Stage of Career as Professionals;Materi;Video;Part 6 Mengenal Konsep PoD;https://youtu.be/H6Hvl_rvHko
372;Shafa Muslim Professional Mentorship;The Stage of Career as Professionals;Materi;Video;Part 7 How to Be Impactful;https://youtu.be/PngHsC7ueqM
373;Shafa Muslim Professional Mentorship;The Stage of Career as Professionals;QnA;Video;Part 8 QnA: Learn How to Unlearn;https://youtu.be/ynH1cNqr3uE
374;Shafa Muslim Professional Mentorship;The Stage of Career as Professionals;QnA;Video;Part 9 QnA: Tujuan Kecil vs Tujuan Besar;https://youtu.be/DImrVovl9Fo
375;Shafa Muslim Professional Mentorship;The Stage of Career as Professionals;QnA;Video;Part 10 QnA: Menemukan Perusahaan Ideal;https://youtu.be/b8uYP7sfDe4
376;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Data;Materi;Video;Part 1 Matematika, Fisika, dan Data;https://youtu.be/tRtNXtQALXE
377;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Data;Materi;Video;Part 2 Roles in Data Science;https://youtu.be/IGtJhG6gQRI
378;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Data;Materi;Video;Part 3 Data Science Expert, Belajar Dari Mana?;https://youtu.be/8ApYGkkJSAg
379;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Data;Materi;Video;Part 4 QnA: Fresh Graduate Bisa Jadi Data Scientist?;https://youtu.be/NTSv6mcyCak
380;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Data;Materi;Video;Part 5 Kapan Sebuah Organisasi Bisa Disebut Data-driven?;https://youtu.be/FcPMYufTmjg
381;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Data;Materi;Video;Part 6 Pendekatan Kepada Sebuah Masalah;https://youtu.be/2VroZNxRkMo
382;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Data;Materi;Video;Part 7 How to Work Better with Data;https://youtu.be/yxQCx3eBunQ
383;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Data;QnA;Video;Part 8 QnA: Challenge Komunikasi Data;https://youtu.be/onqR43AER2M
384;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Data;QnA;Video;Part 9 QnA: How to Utilizing The Data and Making Difference;https://youtu.be/MrsK5IHEBpE
385;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Engineering Product Development (EPD);Materi;Video;Part 1 Intro;https://youtu.be/_3FJQ9m3z-4
386;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Engineering Product Development (EPD);Materi;Video;Part 2 Dari Sastra Belanda Menjadi UI/UX Designer;https://youtu.be/LVYOXoPhGxY
387;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Engineering Product Development (EPD);Materi;Video;Part 3 Day-to-Day as Product Manager;https://youtu.be/wjAwARfuORo
388;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Engineering Product Development (EPD);Materi;Video;Part 4 Day-to-Day as UI/UX Designer;https://youtu.be/oRe8W4OtNME
389;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Engineering Product Development (EPD);QnA;Video;Part 5 QnA: Ketika Deadline Tidak Masuk Akal;https://youtu.be/qqmolY7R1KU
390;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Engineering Product Development (EPD);QnA;Video;Part 6 QnA: Perlukah Domain Expertise?;https://youtu.be/JkBeA680m-8
391;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Engineering Product Development (EPD);QnA;Video;Part 7 QnA: Switch Dari Project Manager ke Product Manager;https://youtu.be/Y_lLZX1cSl0
392;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Engineering Product Development (EPD);QnA;Video;Part 8 QnA: Lesson Learned as Product Manager & UI/UX Designer;https://youtu.be/i5hbjf6SBGk
393;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Business Development;Materi;Video;Part 1 Speakers Introduction;https://youtu.be/uXFEa4JdEa0
394;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Business Development;Materi;Video;Part 2 Surah Quraisy dan Business Development;https://youtu.be/S6Q5EtqEQK8
395;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Business Development;Materi;Video;Part 3 Indikator Business Development;https://youtu.be/LL6sNbDcTec
396;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Business Development;Materi;Video;Part 4 Antara Riset dan Asumsi;https://youtu.be/xiLzGxZfC80
397;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Business Development;Materi;Video;Part 5 Validasi Asumsi;https://youtu.be/yZ5-IyD6Nvc
398;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Business Development;Materi;Video;Part 6 Siklus Dalam Bisnis;https://youtu.be/7Wfij1D_328
399;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Business Development;Materi;Video;Part 7 Bisnis dan Kompetitor;https://youtu.be/Jspe2_bw2I4
400;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Business Development;QnA;Video;Part 8 QnA: Prioritas Bisnis dan Sistem Bisnis;https://youtu.be/E4vCn37BiqE
401;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Business Development;QnA;Video;Part 9 Bisnis, Keluarga, dan Social Media;https://youtu.be/V0Uj5LIzJks
402;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Marketing;Materi;Video;"Part 1 ""Belajar Digital Marketing Itu Ga Penting!""";https://youtu.be/gIoqBdIwJwQ
403;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Marketing;Materi;Video;Part 2 Hal-hal Ajaib dari Digital Marketing;https://youtu.be/OX99BV_2Zvg
404;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Marketing;Materi;Video;Part 3 Day-to-day as Digital Marketer and Content Creator;https://youtu.be/005U77Jb54I
405;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Marketing;Materi;Video;Part 4 Rahasia Followers Bertumbuh;https://youtu.be/SLpLEbJ8HHQ
406;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Marketing;Materi;Video;Part 5 How to Start?;https://youtu.be/42bxlpOymno
407;Shafa Muslim Professional Mentorship;Career Talks with Industry Expert: Marketing;Materi;Video;Part 6 Skillset Untuk Jadi Digital Marketer;https://youtu.be/IkxM_SkBJe8
408;Shafa Talks;Konsep Waktu dalam Islam;Materi;Video;Part 1 Intro;https://youtu.be/OyEkW7xCLTU
409;Shafa Talks;Konsep Waktu dalam Islam;Materi;Video;Part 2 Konsep Waktu;https://youtu.be/B9skti25G-o
410;Shafa Talks;Konsep Waktu dalam Islam;Materi;Video;Part 3 Konsep Waktu sebagai Sumber Daya;https://youtu.be/zR7oaR7KDMA
411;Shafa Talks;Konsep Waktu dalam Islam;Materi;Video;Part 4 Waktu sebagai Pinjaman;https://youtu.be/8fMFG4h_Hzs
412;Shafa Talks;Konsep Waktu dalam Islam;Materi;Video;Part 5 Apa Prioritas Kita?;https://youtu.be/milo2Z55-cw
413;Shafa Talks;Deep Work & Produktivitas;Materi;Video;Part 1 Intro;https://youtu.be/MPfGAFGMCM8
414;Shafa Talks;Deep Work & Produktivitas;Materi;Video;Part 2 Produktivitas dalam Sejarah;https://youtu.be/wS21SFWiuJ4
415;Shafa Talks;Deep Work & Produktivitas;Materi;Video;Part 3 Muslim Produktif, bukan cuma sibuk;https://youtu.be/P0BsRMdtq_I
416;Shafa Talks;Deep Work & Produktivitas;Materi;Video;Part 4 Deep Work;https://youtu.be/uP2A5z39FM8
417;Shafa Talks;Deep Work & Produktivitas;Materi;Video;Part 5 Formula High-quality Works;https://youtu.be/vlaD52LWh-k
418;Shafa Talks;High-impact Communication;Materi;Video;Part 1 Intro;https://youtu.be/jQM5H2BGgs8
419;Shafa Talks;Shafa Talks;Materi;Video;Part 2 Langkah 1: Mengurai Apa yang Terjadi (Part 1);https://youtu.be/AjZEZQn0Vtk
420;Shafa Talks;Shafa Talks;Materi;Video;Part 3 Langkah 1: Mengurai Apa yang Terjadi (Part 2);https://youtu.be/Vw5EAuULkb8
421;Shafa Talks;Shafa Talks;Materi;Video;Part 4 Langkah 2: Mengenali & Memperbaiki Kesalahan dalam Pembicaraan (Part 1);https://youtu.be/ZH1dzZN8NZU
422;Shafa Talks;Shafa Talks;Materi;Video;Part 5 Langkah 2: Mengenali dan Memperbaiki Kesalahan dalam Pembicaraan (Part 2);https://youtu.be/VtysjgyA_jE
423;Shafa Talks;Shafa Talks;Materi;Video;Part 6 Review;https://youtu.be/CPVTReGmFCA
424;Shafa Talks;Visionary Life;Materi;Video;Part 1 Intro - Hidup go with the flow atau;https://youtu.be/wYSfvj4y9Bw
425;Shafa Talks;Visionary Life;Materi;Video;Part 2 Menyeimbangkan Direction & Strategy;https://youtu.be/5n3cemm2mhY
426;Shafa Talks;Visionary Life;Materi;Video;Part 3 Visionary Life Canvas;https://youtu.be/2xw0bRG51eg
427;Shafa Talks;Visionary Life;Materi;Video;Part 4 Mengenal Framework S1-S2-S3;https://youtu.be/POgngYg_Tsw
428;Shafa Talks;Visionary Life;Materi;Video;Part 5 Mengenal Misi dan Visi Umum dalam Hidup;https://youtu.be/XiOtL9ScgnQ
429;Shafa Talks;Visionary Life;Materi;Video;Part 6 Insight Penting dalam Menjalani Hidup;https://youtu.be/iXzZh69fbDo
430;Shafa Talks;Persiapan Berkarir di Industri Teknologi;Materi;Video;Part 1 Intro Persiapan Berkarir di Industri Teknologi;https://youtu.be/bSQVMsV_40w
431;Shafa Talks;Persiapan Berkarir di Industri Teknologi;Materi;Video;Part 2 Company Type & Organizational Design;https://youtu.be/_lY33wuQdFg
432;Shafa Talks;Persiapan Berkarir di Industri Teknologi;Materi;Video;Part 3 Organizational Design Example & Career Ladder;https://youtu.be/8dabW3NCYnU
433;Shafa Talks;Persiapan Berkarir di Industri Teknologi;Materi;Video;Part 4 Regularly Invest in Knowing Yourself;https://youtu.be/jesDnPBrKN0
434;Shafa Talks;Persiapan Berkarir di Industri Teknologi;Materi;Video;Part 5 Personal Growth;https://youtu.be/dOIV-jk00w0
435;Shafa Talks;Persiapan Berkarir di Industri Teknologi;Materi;Video;Part 6 Mastering The Future Skills;https://youtu.be/T9TsavX568Y
436;Shafa Talks;Persiapan Berkarir di Industri Teknologi;Materi;Video;Part 7 Trust Equation, Career Framework & 3-Respect;https://youtu.be/uKkFhRXj0sk
437;Shafa Muslim Professional Mentorship;Membangun Istiqomah dan Konsistensi;Materi;Video;Part 1 Mulai dari Akhir;https://youtu.be/1rCva3X9m5c
438;Shafa Muslim Professional Mentorship;Membangun Istiqomah dan Konsistensi;Materi;Video;Part 2 Sebelum Mengadopsi Habit;https://youtu.be/ZFSLxK-ZbvU
439;Shafa Muslim Professional Mentorship;Membangun Istiqomah dan Konsistensi;Materi;Video;Part 3 Formula Pembentuk Habit;https://youtu.be/nb8CgcD3HHo
440;Shafa Muslim Professional Mentorship;Membangun Istiqomah dan Konsistensi;Materi;Video;Part 4 Bagaimana Habit Terbentuk?;https://youtu.be/uWCGMvmsW2w
441;Shafa Muslim Professional Mentorship;Membangun Istiqomah dan Konsistensi;Materi;Video;Part 5 Supaya Habit Bertahan;https://youtu.be/aTF4HeYUrM0
442;Shafa Muslim Professional Mentorship;Membangun Istiqomah dan Konsistensi;QnA;Video;Part 6 QnA: Apakah Framework Habit Hukumnya Wajib?;https://youtu.be/obLtGN5zoFM
443;Shafa Muslim Professional Mentorship;Membangun Istiqomah dan Konsistensi;QnA;Video;Part 7 QnA: Ketika Overwhelmed Karena Tujuan;https://youtu.be/A5OPlMUF8P4
444;Shafa Muslim Professional Mentorship;Mengenal Diri & Personal Values;Materi;Video;Part 1 Siapa Kita Sebenarnya?;https://youtu.be/2k2xaegJY2o
445;Shafa Muslim Professional Mentorship;Mengenal Diri & Personal Values;Materi;Video;Part 2 Supaya Hidup Tidak Tersesat;https://youtu.be/Fzf370bzZEE
446;Shafa Muslim Professional Mentorship;Mengenal Diri & Personal Values;Materi;Video;Part 3 Be Unapologetic About Your Values;https://youtu.be/dMVLxNMPZWQ
447;Shafa Muslim Professional Mentorship;Mengenal Diri & Personal Values;Materi;Video;Part 4 Berendah Hati Dalam Tiap Proses;https://youtu.be/p9KpE0uYZwo
448;Shafa Muslim Professional Mentorship;Mengenal Diri & Personal Values;Materi;Video;Part 5 Mengenal Penghambat Proses;https://youtu.be/tu3kI6a7wp0
449;Shafa Muslim Professional Mentorship;Mengenal Diri & Personal Values;QnA;Video;Part 6 QnA: Ketika Sebagian Value Bertentangan;https://youtu.be/Yuvhwe0Vcrk
450;Shafa Muslim Professional Mentorship;Mengenal Diri & Personal Values;QnA;Video;Part 7 QnA: Langkah Konkret Menemukan Values;https://youtu.be/QHmgC7UC99o
451;Shafa Muslim Professional Mentorship;Mengenal Diri & Personal Values;QnA;Video;Part 8 QnA: When I Lost Myself;https://youtu.be/9gLKCD4s6X4
452;Shafa Muslim Professional Mentorship;Mengenal Diri & Personal Values;QnA;Video;Part 9 QnA: Apakah Generasi Muda Lembek?;https://youtu.be/jhxqVTqPbwM
